Age,Education Level,Job Title,Years of Experience,Salary
31,PhD,Data Analyst,7,92608
26,High School,Sales Representative,4,39557
47,Bachelor's,Data Analyst,15,80835
34,High School,Software Engineer,9,56419
57,PhD,Software Engineer,24,120394
26,Bachelor's,Data Analyst,3,58639
57,High School,Manager,21,61007
29,Master's,Data Analyst,8,79468
34,Bachelor's,Software Engineer,8,65063
25,PhD,Data Analyst,3,90025
36,High School,Software Engineer,11,54598
27,PhD,Sales Representative,1,53192
45,PhD,Software Engineer,16,131038
32,Bachelor's,Manager,9,91060
57,Bachelor's,Software Engineer,24,91567
24,Bachelor's,Manager,2,78805
54,PhD,Manager,21,122672
37,PhD,Data Analyst,9,105196
32,High School,Manager,5,72440
40,High School,Sales Representative,9,33630
51,Bachelor's,Sales Representative,21,59328
33,PhD,Software Engineer,11,124242
43,High School,Software Engineer,11,47700
25,Master's,Software Engineer,4,99913
26,Master's,Manager,3,118014
54,High School,Software Engineer,18,58419
57,PhD,Sales Representative,21,59544
27,Master's,Manager,5,100964
41,PhD,Data Analyst,11,108250
33,High School,Sales Representative,7,31913
25,Master's,Sales Representative,2,50369
56,High School,Software Engineer,22,63963
36,Master's,Software Engineer,7,90797
23,PhD,Data Analyst,0,97317
57,Master's,Software Engineer,22,110815
23,Master's,Sales Representative,1,55086
52,High School,Manager,19,66396
26,Master's,Data Analyst,5,90883
39,High School,Data Analyst,10,50299
36,PhD,Software Engineer,13,111812
32,PhD,Software Engineer,12,108093
53,High School,Sales Representative,17,31931
35,Bachelor's,Data Analyst,6,63935
47,Bachelor's,Software Engineer,16,68165
49,Bachelor's,Sales Representative,17,44761
57,Bachelor's,Data Analyst,20,67548
48,Bachelor's,Software Engineer,16,70765
56,High School,Software Engineer,20,58591
37,Master's,Manager,8,98748
52,Master's,Software Engineer,18,98526
27,High School,Data Analyst,2,52231
27,Bachelor's,Sales Representative,3,41323
37,PhD,Data Analyst,11,113520
57,High School,Manager,21,65464
56,Master's,Sales Representative,23,70016
59,Master's,Data Analyst,21,89106
47,Master's,Data Analyst,16,86616
26,High School,Sales Representative,3,28831
35,PhD,Manager,7,113828
25,Bachelor's,Software Engineer,1,78876
59,Master's,Sales Representative,21,67989
45,High School,Data Analyst,16,50470
59,High School,Sales Representative,24,52448
30,PhD,Software Engineer,6,108336
25,High School,Software Engineer,0,41642
44,PhD,Manager,13,121179
33,Master's,Data Analyst,6,80933
23,Bachelor's,Sales Representative,1,34083
57,PhD,Sales Representative,21,73944
26,Bachelor's,Data Analyst,2,65990
49,PhD,Manager,18,117166
27,Bachelor's,Software Engineer,7,86504
53,PhD,Software Engineer,17,115447
25,High School,Sales Representative,1,29239
49,Master's,Sales Representative,15,52498
30,High School,Data Analyst,3,41402
31,PhD,Data Analyst,4,108741
39,Master's,Data Analyst,13,98636
56,High School,Software Engineer,22,52735
60,Master's,Data Analyst,24,79753
33,Master's,Sales Representative,4,52924
56,Bachelor's,Sales Representative,24,60164
43,Bachelor's,Manager,12,96503
29,Bachelor's,Manager,6,91489
49,High School,Software Engineer,20,67263
57,Bachelor's,Data Analyst,24,76443
39,Master's,Data Analyst,11,94915
23,High School,Manager,1,60524
51,Bachelor's,Software Engineer,19,88788
28,Bachelor's,Sales Representative,1,43058
51,Bachelor's,Software Engineer,20,83473
30,Master's,Software Engineer,5,98158
56,Master's,Manager,19,127818
38,High School,Sales Representative,10,35911
53,Bachelor's,Sales Representative,15,54444
40,Master's,Sales Representative,13,49888
21,High School,Data Analyst,0,49495
53,High School,Manager,19,75210
37,PhD,Data Analyst,8,94763
32,Bachelor's,Manager,10,84831
28,PhD,Software Engineer,6,88674
54,Bachelor's,Software Engineer,22,69065
57,Bachelor's,Manager,19,88667
40,Master's,Manager,12,99095
59,PhD,Software Engineer,22,133524
51,PhD,Data Analyst,21,112830
31,High School,Software Engineer,2,46910
52,Master's,Data Analyst,17,104998
45,High School,Manager,17,71222
33,PhD,Software Engineer,10,115068
57,PhD,Data Analyst,24,99658
51,Bachelor's,Manager,18,93441
33,PhD,Sales Representative,8,70303
56,High School,Data Analyst,18,54874
31,High School,Sales Representative,6,30089
31,Master's,Sales Representative,7,60294
50,Bachelor's,Manager,20,89789
56,Bachelor's,Manager,18,93301
32,Master's,Software Engineer,9,84242
32,PhD,Manager,9,127125
59,Bachelor's,Data Analyst,23,75240
29,Master's,Data Analyst,4,89815
23,High School,Software Engineer,1,53490
42,High School,Manager,11,56382
48,Bachelor's,Manager,14,81426
41,Master's,Software Engineer,13,105377
29,High School,Manager,6,67226
27,Master's,Data Analyst,1,84527
48,Master's,Data Analyst,16,81050
56,High School,Sales Representative,22,41827
27,Bachelor's,Manager,4,83443
37,Master's,Data Analyst,12,91857
29,Master's,Manager,5,119482
46,Master's,Software Engineer,16,102584
48,PhD,Data Analyst,20,110499
47,Master's,Data Analyst,16,85925
52,Master's,Manager,16,104323
55,PhD,Software Engineer,22,108711
39,High School,Software Engineer,10,50632
46,Bachelor's,Manager,16,87711
57,Master's,Software Engineer,21,92129
49,Bachelor's,Software Engineer,16,85316
56,Master's,Data Analyst,19,99732
29,Master's,Manager,3,104135
36,High School,Manager,10,68700
48,Bachelor's,Sales Representative,16,43096
53,Master's,Software Engineer,21,123368
21,Master's,Software Engineer,0,104145
51,Master's,Manager,21,120414
30,High School,Sales Representative,2,37303
59,PhD,Software Engineer,24,140056
30,Master's,Software Engineer,7,91477
31,Master's,Manager,1,101814
54,Bachelor's,Sales Representative,22,47876
60,High School,Data Analyst,22,58259
36,Bachelor's,Data Analyst,9,78892
45,Bachelor's,Software Engineer,17,99240
55,Master's,Software Engineer,21,104903
31,PhD,Data Analyst,8,98591
22,Master's,Software Engineer,1,108773
42,Bachelor's,Manager,10,85781
49,High School,Software Engineer,18,53642
41,High School,Manager,11,68444
22,Bachelor's,Manager,4,71168
58,PhD,Sales Representative,19,68057
47,Master's,Data Analyst,17,102855
40,PhD,Sales Representative,13,67647
33,PhD,Manager,5,117751
43,Master's,Software Engineer,16,98838
42,Bachelor's,Manager,12,85201
48,PhD,Software Engineer,16,119277
59,Bachelor's,Sales Representative,21,48533
33,Master's,Manager,8,111145
55,High School,Software Engineer,22,59142
41,Master's,Sales Representative,13,52406
54,PhD,Manager,19,139574
39,Master's,Data Analyst,15,95668
48,High School,Manager,19,78710
49,PhD,Data Analyst,14,92937
23,Master's,Data Analyst,1,72076
52,Master's,Sales Representative,17,68482
50,PhD,Software Engineer,20,100841
56,High School,Software Engineer,20,64849
52,Bachelor's,Sales Representative,17,50734
60,Master's,Sales Representative,22,65792
37,Master's,Software Engineer,8,85878
25,PhD,Sales Representative,5,78718
59,Bachelor's,Sales Representative,23,57825
35,Master's,Sales Representative,12,51376
49,Master's,Sales Representative,17,57772
54,Bachelor's,Manager,21,81769
57,Bachelor's,Software Engineer,21,91894
30,PhD,Manager,8,113377
27,High School,Sales Representative,4,41066
56,High School,Software Engineer,23,58000
34,Bachelor's,Sales Representative,9,52668
37,PhD,Software Engineer,10,133870
21,High School,Manager,0,53263
37,High School,Sales Representative,11,31662
56,Bachelor's,Manager,23,99569
44,High School,Software Engineer,13,61607
46,PhD,Software Engineer,17,130113
47,PhD,Data Analyst,15,87574
24,Master's,Manager,6,112940
44,PhD,Manager,15,124648
58,High School,Data Analyst,23,59263
27,Bachelor's,Software Engineer,2,76296
40,High School,Sales Representative,14,44810
54,Bachelor's,Data Analyst,19,65486
31,PhD,Manager,6,109776
32,High School,Manager,5,63683
54,PhD,Sales Representative,16,64582
60,High School,Sales Representative,24,45560
33,Bachelor's,Sales Representative,9,43642
49,Bachelor's,Data Analyst,14,73049
40,High School,Data Analyst,12,45892
55,PhD,Manager,19,138964
43,PhD,Sales Representative,10,63656
57,Bachelor's,Data Analyst,21,88720
50,Bachelor's,Software Engineer,21,80398
52,Master's,Manager,16,122534
23,High School,Sales Representative,1,41325
36,Master's,Manager,8,103650
60,High School,Data Analyst,23,54434
58,Master's,Software Engineer,19,111321
39,Master's,Sales Representative,14,64037
21,Bachelor's,Manager,1,85264
30,Master's,Data Analyst,7,92155
42,PhD,Sales Representative,14,58590
32,PhD,Manager,9,119465
54,Bachelor's,Sales Representative,18,52107
21,PhD,Data Analyst,1,84117
49,PhD,Data Analyst,19,105595
47,PhD,Manager,19,137409
33,High School,Software Engineer,9,56175
42,PhD,Manager,12,105003
29,Bachelor's,Data Analyst,2,78251
31,High School,Software Engineer,5,44734
22,PhD,Sales Representative,0,62265
51,High School,Manager,15,62324
59,High School,Manager,24,64117
43,Master's,Software Engineer,12,83689
23,High School,Manager,3,71802
47,PhD,Data Analyst,16,96537
25,Master's,Manager,0,110163
28,Bachelor's,Software Engineer,4,62907
21,High School,Software Engineer,3,64315
29,High School,Manager,7,53018
59,Master's,Data Analyst,27,105967
21,Bachelor's,Sales Representative,0,41248
23,Bachelor's,Manager,3,74955
49,Master's,Manager,16,126089
45,Bachelor's,Data Analyst,16,67736
44,Bachelor's,Data Analyst,13,57867
43,High School,Data Analyst,12,48818
21,Master's,Manager,1,115750
46,High School,Sales Representative,13,43202
49,Bachelor's,Manager,16,98192
59,Bachelor's,Software Engineer,21,74284
44,Bachelor's,Manager,8,95715
38,Bachelor's,Manager,8,84162
46,Bachelor's,Manager,15,85271
57,PhD,Sales Representative,24,69912
31,Bachelor's,Software Engineer,9,77475
34,Master's,Sales Representative,8,47801
43,PhD,Data Analyst,15,85245
49,Bachelor's,Data Analyst,15,70494
38,Bachelor's,Data Analyst,14,70414
47,PhD,Data Analyst,12,85863
26,Bachelor's,Manager,4,70973
34,Master's,Sales Representative,11,61850
51,Master's,Data Analyst,19,107599
37,PhD,Data Analyst,9,86246
28,High School,Data Analyst,6,52736
54,PhD,Data Analyst,23,96612
48,High School,Manager,17,75875
50,Master's,Data Analyst,19,97863
45,High School,Sales Representative,16,40788
28,PhD,Software Engineer,6,90328
34,Master's,Software Engineer,7,89460
38,Bachelor's,Data Analyst,9,63408
40,Bachelor's,Software Engineer,12,83354
22,High School,Manager,1,59353
35,Bachelor's,Data Analyst,10,65476
45,High School,Sales Representative,18,46651
23,Master's,Software Engineer,1,102693
35,PhD,Software Engineer,7,122438
58,PhD,Manager,22,132348
39,PhD,Sales Representative,13,54920
22,High School,Software Engineer,0,48105
23,Bachelor's,Data Analyst,0,60058
27,Bachelor's,Software Engineer,4,63742
35,High School,Software Engineer,8,64905
43,Bachelor's,Manager,12,86448
51,Master's,Data Analyst,19,98467
45,Bachelor's,Manager,11,75858
26,High School,Data Analyst,7,47761
26,Master's,Data Analyst,3,79949
26,Bachelor's,Sales Representative,2,48711
38,High School,Software Engineer,15,64161
46,Master's,Sales Representative,16,56233
45,PhD,Sales Representative,12,80947
29,PhD,Data Analyst,8,86187
57,PhD,Sales Representative,18,79979
57,High School,Manager,22,70849
26,Master's,Manager,1,101262
56,Master's,Manager,23,101104
33,Master's,Manager,11,95186
27,Master's,Manager,7,115841
24,High School,Data Analyst,1,39459
26,Master's,Manager,6,99239
21,Bachelor's,Sales Representative,2,53906
47,Master's,Data Analyst,12,96441
34,Master's,Sales Representative,7,64531
36,Master's,Manager,11,125660
34,PhD,Data Analyst,7,108660
57,Master's,Sales Representative,22,58291
37,Bachelor's,Manager,8,85264
40,Master's,Data Analyst,13,89289
48,Master's,Sales Representative,17,63293
25,Bachelor's,Software Engineer,3,77567
38,Master's,Data Analyst,11,81025
26,Bachelor's,Software Engineer,4,86433
29,PhD,Sales Representative,3,53375
57,High School,Software Engineer,25,52261
41,Master's,Software Engineer,13,103399
29,Bachelor's,Manager,5,90722
50,Master's,Manager,17,105826
32,PhD,Data Analyst,5,81689
22,Master's,Data Analyst,2,77455
55,High School,Sales Representative,21,40898
26,Bachelor's,Sales Representative,4,45287
36,Bachelor's,Sales Representative,9,44396
28,Master's,Manager,2,123484
46,High School,Data Analyst,13,50644
45,PhD,Data Analyst,10,109996
50,PhD,Sales Representative,19,71639
55,Bachelor's,Manager,18,93987
37,Master's,Sales Representative,12,60484
30,Master's,Manager,7,105678
41,High School,Data Analyst,15,51119
52,PhD,Data Analyst,19,107766
29,Master's,Manager,3,89380
60,PhD,Data Analyst,27,96766
55,PhD,Data Analyst,17,78977
40,Bachelor's,Software Engineer,9,78450
58,PhD,Software Engineer,27,114165
55,Master's,Manager,20,132415
56,High School,Software Engineer,23,69437
59,High School,Sales Representative,21,45500
36,Master's,Software Engineer,9,98252
36,PhD,Sales Representative,12,57577
27,Bachelor's,Manager,5,73046
57,Bachelor's,Software Engineer,21,72202
58,Bachelor's,Software Engineer,21,94110
44,PhD,Sales Representative,13,61479
38,Bachelor's,Software Engineer,10,81689
38,PhD,Sales Representative,9,73113
48,Bachelor's,Manager,16,96357
59,PhD,Software Engineer,23,130723
43,High School,Software Engineer,12,50844
22,Bachelor's,Data Analyst,1,68082
49,High School,Data Analyst,20,53177
28,Bachelor's,Manager,5,78109
34,Master's,Sales Representative,7,48022
54,PhD,Data Analyst,18,109120
46,Master's,Software Engineer,14,85886
26,Master's,Software Engineer,6,110075
46,High School,Sales Representative,14,45390
53,High School,Sales Representative,18,39372
60,PhD,Sales Representative,26,79630
24,Master's,Manager,2,109158
56,High School,Sales Representative,18,38255
58,PhD,Software Engineer,20,107167
56,PhD,Software Engineer,22,108606
60,PhD,Software Engineer,30,142810
35,Master's,Sales Representative,5,52117
32,PhD,Software Engineer,3,100226
51,High School,Software Engineer,20,58766
56,PhD,Sales Representative,24,76888
51,PhD,Software Engineer,17,115742
56,Master's,Manager,23,112095
29,Bachelor's,Sales Representative,2,41652
44,PhD,Manager,13,120478
22,PhD,Data Analyst,0,92064
60,Bachelor's,Manager,24,92768
32,Bachelor's,Sales Representative,7,38997
57,High School,Data Analyst,25,49630
35,Bachelor's,Data Analyst,8,70271
42,PhD,Software Engineer,12,136811
58,PhD,Data Analyst,23,99768
50,Bachelor's,Data Analyst,21,67901
55,Bachelor's,Sales Representative,19,59699
48,High School,Software Engineer,18,54083
34,PhD,Data Analyst,7,112769
45,Master's,Data Analyst,13,79006
47,PhD,Manager,14,125371
24,High School,Sales Representative,3,44995
21,PhD,Manager,1,132123
30,PhD,Sales Representative,7,62021
33,High School,Sales Representative,5,33873
30,High School,Software Engineer,4,61152
26,PhD,Sales Representative,3,52567
41,PhD,Sales Representative,14,63656
51,Master's,Sales Representative,16,62727
37,High School,Manager,7,69894
52,High School,Manager,16,55537
56,PhD,Data Analyst,22,107684
35,High School,Sales Representative,6,41030
57,Bachelor's,Software Engineer,20,89847
31,PhD,Data Analyst,8,109763
41,PhD,Manager,9,126924
45,Master's,Data Analyst,18,83961
36,PhD,Software Engineer,9,120008
21,PhD,Manager,0,113523
37,Master's,Data Analyst,10,87798
26,Bachelor's,Software Engineer,4,79814
25,High School,Sales Representative,1,34029
30,Master's,Manager,4,96369
23,Bachelor's,Software Engineer,2,82251
55,Bachelor's,Software Engineer,19,82923
29,PhD,Software Engineer,1,102958
43,PhD,Manager,15,129872
40,Master's,Sales Representative,13,55804
35,High School,Manager,8,81635
56,High School,Data Analyst,19,57108
25,Master's,Software Engineer,4,104361
39,Master's,Data Analyst,14,99399
30,Bachelor's,Software Engineer,3,69208
25,Master's,Sales Representative,6,58463
41,PhD,Software Engineer,12,112856
56,High School,Sales Representative,19,49297
58,Master's,Data Analyst,23,92891
60,Bachelor's,Data Analyst,23,86711
25,Master's,Data Analyst,2,86450
50,Bachelor's,Sales Representative,16,57838
37,PhD,Sales Representative,13,60807
51,Master's,Data Analyst,18,94129
37,Bachelor's,Software Engineer,11,83069
29,Master's,Software Engineer,4,94432
49,High School,Manager,16,73002
32,Bachelor's,Data Analyst,6,78508
40,High School,Sales Representative,13,38591
26,Master's,Manager,5,119582
21,Bachelor's,Manager,2,85946
31,Master's,Data Analyst,5,74862
29,PhD,Sales Representative,3,65710
21,PhD,Data Analyst,3,87536
45,High School,Data Analyst,13,47407
23,High School,Sales Representative,1,32399
44,Master's,Sales Representative,10,60888
22,Master's,Data Analyst,1,92048
28,PhD,Software Engineer,4,128735
38,PhD,Sales Representative,9,67628
40,Master's,Software Engineer,10,114267
58,Bachelor's,Data Analyst,22,62232
48,Bachelor's,Manager,18,89239
38,Bachelor's,Manager,9,76015
51,PhD,Manager,19,128685
60,PhD,Software Engineer,20,100033
57,Bachelor's,Manager,25,81255
25,High School,Sales Representative,2,45706
48,Bachelor's,Sales Representative,16,56652
41,High School,Sales Representative,10,45527
39,High School,Manager,11,70204
31,Master's,Sales Representative,7,53162
32,PhD,Data Analyst,5,80557
25,High School,Manager,1,52366
21,High School,Data Analyst,3,37748
46,High School,Manager,14,61117
58,PhD,Software Engineer,24,123289
34,Bachelor's,Software Engineer,6,86656
25,PhD,Data Analyst,2,84370
32,PhD,Data Analyst,7,106613
41,High School,Data Analyst,11,52120
27,High School,Data Analyst,5,42301
37,Master's,Data Analyst,13,94665
51,PhD,Software Engineer,17,98953
49,High School,Software Engineer,16,55792
23,High School,Data Analyst,0,45693
44,Bachelor's,Sales Representative,14,47335
25,Bachelor's,Sales Representative,2,36862
44,Master's,Data Analyst,14,83634
34,Master's,Manager,9,99268
35,PhD,Manager,8,103308
27,High School,Software Engineer,4,58859
49,Master's,Sales Representative,17,59459
53,PhD,Sales Representative,21,70254
35,High School,Software Engineer,8,61138
47,Master's,Sales Representative,20,62530
32,High School,Sales Representative,11,48923
24,PhD,Sales Representative,3,65818
46,Master's,Data Analyst,17,98281
31,High School,Manager,3,53169
21,PhD,Data Analyst,2,86681
29,Master's,Sales Representative,6,62889
43,Bachelor's,Sales Representative,16,50856
37,PhD,Software Engineer,10,129820
25,Master's,Manager,3,120612
37,Bachelor's,Data Analyst,12,58742
30,High School,Data Analyst,5,42163
21,PhD,Software Engineer,2,117270
24,PhD,Software Engineer,0,103907
57,Bachelor's,Software Engineer,20,87576
44,PhD,Manager,16,117410
42,Master's,Manager,12,121625
40,Master's,Software Engineer,9,94427
21,Master's,Manager,0,121265
39,High School,Software Engineer,15,55627
24,PhD,Software Engineer,2,123092
60,Master's,Software Engineer,23,101408
32,Master's,Data Analyst,5,87193
22,High School,Manager,3,53734
35,PhD,Manager,9,122979
24,Master's,Manager,2,119684
38,Master's,Sales Representative,11,56782
39,Master's,Data Analyst,11,99256
21,Bachelor's,Sales Representative,0,54246
24,High School,Software Engineer,4,62062
55,PhD,Sales Representative,21,75629
48,Master's,Software Engineer,17,96808
52,Master's,Sales Representative,20,62819
60,Master's,Manager,22,116873
52,Master's,Sales Representative,20,72810
33,PhD,Manager,9,116686
58,Bachelor's,Sales Representative,26,60813
32,Master's,Data Analyst,7,89712
23,Master's,Data Analyst,1,74007
45,PhD,Manager,15,133857
55,PhD,Manager,16,110346
29,High School,Manager,4,63627
57,High School,Manager,21,75568
31,Bachelor's,Software Engineer,8,80964
30,Bachelor's,Software Engineer,6,67906
47,Master's,Software Engineer,14,99096
21,PhD,Software Engineer,0,112385
38,Bachelor's,Manager,11,90108
53,Bachelor's,Manager,18,90292
49,High School,Manager,17,66131
43,Bachelor's,Sales Representative,12,50876
55,High School,Software Engineer,23,59591
55,High School,Manager,20,80209
59,High School,Manager,25,64195
33,High School,Software Engineer,6,38853
49,High School,Software Engineer,18,61714
29,PhD,Manager,4,105423
55,High School,Data Analyst,20,57289
36,Bachelor's,Sales Representative,8,49705
44,PhD,Sales Representative,15,55680
59,High School,Data Analyst,20,56818
36,PhD,Data Analyst,10,88393
49,High School,Data Analyst,21,49254
39,Bachelor's,Software Engineer,12,72921
48,Master's,Software Engineer,16,97849
24,PhD,Data Analyst,4,96592
24,High School,Software Engineer,3,52181
47,Bachelor's,Data Analyst,18,83520
60,Master's,Manager,25,114529
36,PhD,Manager,11,134464
42,Master's,Software Engineer,15,91330
59,Bachelor's,Software Engineer,21,81850
45,High School,Data Analyst,16,42750
42,PhD,Software Engineer,10,103101
56,Master's,Software Engineer,20,91099
47,High School,Sales Representative,16,38861
34,Bachelor's,Data Analyst,9,72324
54,PhD,Sales Representative,19,73688
55,High School,Software Engineer,22,68916
37,Master's,Sales Representative,10,51295
38,High School,Manager,10,64823
46,Bachelor's,Sales Representative,14,62398
56,PhD,Software Engineer,23,113471
38,High School,Data Analyst,12,49153
53,Bachelor's,Data Analyst,18,72832
60,Bachelor's,Manager,23,93354
22,PhD,Software Engineer,2,94265
58,High School,Data Analyst,25,55887
35,Master's,Manager,7,115992
44,High School,Sales Representative,14,39564
32,Master's,Software Engineer,4,87173
46,High School,Manager,16,73156
43,Bachelor's,Software Engineer,13,88889
21,Bachelor's,Sales Representative,0,33582
57,High School,Sales Representative,18,40453
30,High School,Sales Representative,2,31643
31,Master's,Data Analyst,6,98715
56,PhD,Manager,21,139881
55,Bachelor's,Software Engineer,24,87149
44,High School,Sales Representative,15,43121
46,PhD,Data Analyst,15,102781
59,PhD,Software Engineer,23,118300
55,High School,Sales Representative,19,42304
26,PhD,Data Analyst,4,85736
42,Master's,Manager,9,99003
33,High School,Software Engineer,8,58518
29,Bachelor's,Data Analyst,8,87601
51,Master's,Software Engineer,21,92170
53,High School,Software Engineer,19,62864
30,Master's,Software Engineer,2,86936
24,PhD,Software Engineer,0,102353
55,Master's,Software Engineer,19,95585
29,Bachelor's,Data Analyst,3,54123
38,Bachelor's,Manager,10,94631
36,High School,Data Analyst,6,48053
34,Bachelor's,Sales Representative,11,50740
50,Master's,Manager,14,99387
23,Bachelor's,Sales Representative,1,43601
44,Bachelor's,Software Engineer,13,78603
39,High School,Software Engineer,9,45067
56,Bachelor's,Sales Representative,22,40419
32,Master's,Data Analyst,8,95909
56,Bachelor's,Manager,23,84054
42,Master's,Data Analyst,14,85864
37,Bachelor's,Software Engineer,10,82713
23,Bachelor's,Sales Representative,1,47413
57,PhD,Sales Representative,20,76894
27,Bachelor's,Data Analyst,5,62872
37,Bachelor's,Software Engineer,10,93065
58,High School,Data Analyst,18,53196
59,Bachelor's,Manager,23,100319
27,Bachelor's,Manager,7,89623
24,High School,Software Engineer,2,54766
31,Master's,Data Analyst,4,94583
59,Master's,Data Analyst,27,93832
22,Bachelor's,Manager,4,95445
55,High School,Sales Representative,20,35818
34,High School,Data Analyst,13,47430
57,Bachelor's,Data Analyst,25,79644
59,Master's,Data Analyst,19,105793
39,Master's,Data Analyst,8,93827
34,Bachelor's,Data Analyst,8,66883
50,PhD,Manager,18,140177
29,High School,Manager,9,62265
41,Bachelor's,Sales Representative,13,53612
60,Master's,Sales Representative,21,66658
55,High School,Manager,21,76526
50,Master's,Software Engineer,18,94869
27,Master's,Manager,2,95019
41,Bachelor's,Manager,14,98243
41,Master's,Data Analyst,15,94202
44,Master's,Software Engineer,15,88265
24,PhD,Software Engineer,1,105229
47,Bachelor's,Sales Representative,17,50589
60,PhD,Manager,25,121355
28,PhD,Software Engineer,2,119287
54,High School,Data Analyst,19,55977
55,High School,Software Engineer,23,65903
29,Master's,Software Engineer,8,107534
54,Bachelor's,Data Analyst,24,91635
59,Master's,Manager,24,101539
37,Master's,Sales Representative,9,50854
56,High School,Software Engineer,22,65705
52,Master's,Software Engineer,19,102078
47,PhD,Software Engineer,21,121018
46,Bachelor's,Sales Representative,14,48483
35,PhD,Manager,7,126358
39,PhD,Sales Representative,10,69699
32,Master's,Software Engineer,10,82895
60,PhD,Data Analyst,23,111881
60,High School,Manager,18,76013
24,Master's,Sales Representative,2,49882
49,Master's,Software Engineer,16,110743
47,PhD,Data Analyst,14,96371
37,PhD,Data Analyst,9,103731
47,High School,Manager,16,69208
60,Bachelor's,Data Analyst,24,76444
37,Bachelor's,Data Analyst,10,73575
29,Master's,Manager,8,99494
57,High School,Sales Representative,23,47311
29,Master's,Data Analyst,6,86070
42,Bachelor's,Sales Representative,15,39196
38,High School,Sales Representative,12,43293
33,PhD,Manager,5,109873
46,Bachelor's,Sales Representative,16,48974
58,Master's,Sales Representative,22,57882
52,Bachelor's,Data Analyst,19,83004
29,Master's,Software Engineer,9,92296
45,PhD,Sales Representative,16,74636
58,High School,Sales Representative,22,50555
45,Master's,Software Engineer,13,108561
46,High School,Manager,14,64959
41,Bachelor's,Data Analyst,11,71692
57,High School,Software Engineer,22,65806
27,Bachelor's,Data Analyst,5,72456
57,High School,Software Engineer,23,65574
26,High School,Software Engineer,3,44413
33,Bachelor's,Software Engineer,8,85370
51,Bachelor's,Software Engineer,18,71902
42,High School,Data Analyst,11,54519
41,Bachelor's,Sales Representative,15,40688
41,PhD,Software Engineer,9,109821
21,Master's,Manager,0,114464
31,High School,Software Engineer,5,47663
31,PhD,Sales Representative,3,65797
59,Bachelor's,Software Engineer,21,78756
47,PhD,Software Engineer,18,99753
25,Bachelor's,Sales Representative,3,45356
55,Bachelor's,Data Analyst,17,79685
38,Master's,Software Engineer,7,89459
42,PhD,Sales Representative,9,65146
39,PhD,Manager,14,116438
29,Bachelor's,Data Analyst,2,67511
56,PhD,Sales Representative,23,57554
26,High School,Sales Representative,2,44073
58,Bachelor's,Data Analyst,24,64352
51,Bachelor's,Data Analyst,18,65782
30,PhD,Sales Representative,7,64265
44,Bachelor's,Sales Representative,11,40749
39,Master's,Sales Representative,11,61473
60,PhD,Manager,22,124644
59,PhD,Manager,21,131270
30,Bachelor's,Software Engineer,3,60697
37,Bachelor's,Sales Representative,10,49678
25,Master's,Sales Representative,3,62445
31,PhD,Data Analyst,6,86909
35,Master's,Sales Representative,8,66548
58,Master's,Sales Representative,26,73495
54,PhD,Software Engineer,13,129477
50,PhD,Software Engineer,20,123537
26,High School,Manager,4,62902
56,High School,Software Engineer,27,68320
58,PhD,Data Analyst,20,111343
28,Bachelor's,Data Analyst,6,63680
30,PhD,Data Analyst,7,101745
51,Master's,Data Analyst,19,102131
32,High School,Sales Representative,8,37272
44,PhD,Sales Representative,15,66742
37,High School,Sales Representative,10,35745
36,PhD,Sales Representative,9,59102
31,Master's,Data Analyst,3,80288
44,PhD,Manager,14,116212
39,Bachelor's,Software Engineer,7,85640
54,Master's,Sales Representative,20,68735
47,High School,Data Analyst,16,46372
39,Master's,Manager,12,105979
31,High School,Manager,9,60309
21,Master's,Manager,1,106284
56,Bachelor's,Data Analyst,14,67480
45,Master's,Manager,15,108729
37,High School,Data Analyst,10,47662
52,PhD,Sales Representative,21,57076
50,Bachelor's,Software Engineer,21,81505
55,Bachelor's,Software Engineer,20,85115
23,High School,Manager,5,66928
26,PhD,Manager,6,114347
48,Master's,Manager,19,114306
22,Bachelor's,Manager,2,83910
48,Master's,Software Engineer,20,103566
36,PhD,Data Analyst,9,101183
42,High School,Data Analyst,11,50509
33,PhD,Software Engineer,9,93493
32,Master's,Software Engineer,5,83941
39,Master's,Sales Representative,13,66978
31,Master's,Manager,6,96822
59,PhD,Software Engineer,24,125879
31,High School,Manager,7,62769
56,PhD,Manager,21,114130
43,High School,Manager,17,67095
28,Bachelor's,Manager,5,74918
47,Bachelor's,Manager,16,91704
23,PhD,Software Engineer,0,93968
26,High School,Software Engineer,4,51740
35,Master's,Sales Representative,9,53669
46,Bachelor's,Sales Representative,15,48269
21,Bachelor's,Software Engineer,2,68722
45,High School,Data Analyst,13,50294
57,Bachelor's,Sales Representative,21,51246
36,High School,Manager,8,61755
53,Master's,Sales Representative,15,57380
51,Master's,Sales Representative,20,60523
33,PhD,Sales Representative,6,62200
32,Master's,Software Engineer,8,100658
27,PhD,Data Analyst,3,80944
39,Master's,Sales Representative,8,64418
33,PhD,Data Analyst,8,90342
34,PhD,Sales Representative,9,64665
27,Bachelor's,Software Engineer,7,69213
47,PhD,Manager,13,131294
27,Master's,Software Engineer,4,95378
28,Master's,Data Analyst,7,92155
46,High School,Sales Representative,13,44269
51,Bachelor's,Data Analyst,20,66003
24,High School,Sales Representative,5,29120
37,Bachelor's,Sales Representative,12,57274
46,Master's,Manager,18,116199
51,Master's,Manager,17,100005
